;N;S;NC;ND;NH;NS;NNT;SC;SD;SH;SS;SNT
198;K9732.A2.J97.T93;QT.Q4.AKQ62.K742;7.8;8.8;4.4;7.7;6.5;7.9;9.0;4.3;7.9;7.2
199;Q93.976.AQJ86.93;A82.J42.K2.QJ765;5.8;6.6;4.5;4.8;6.0;5.7;6.6;4.5;4.8;5.9
200;93.KT53.A82.KJ95;Q542.A6.T765.A64;7.7;7.5;6.6;6.7;7.0;7.7;7.6;6.7;6.8;7.0
201;QJ87.QT.A97653.8;KT65432.84.J.QJ6;1.5;5.0;1.3;9.0;1.7;1.6;5.0;1.3;9.0;1.7
202;T973.AK4.A7.AQ97;A86.T753.843.T43;7.5;5.4;7.6;7.2;6.9;7.5;5.3;7.6;7.2;6.9
203;9532.KQ7.Q8.QT92;A64.T932.J432.76;2.9;3.0;4.4;3.6;3.2;2.9;3.0;4.4;3.6;3.2
204;KQ53.JT8632.2.A2;A986.AK.K9653.Q5;5.4;8.2;10.7;11.1;9.3;5.6;8.1;10.7;11.1;9.1
205;QT87642..QT7.A85;5.QJT9764.KJ5.T6;2.5;3.7;7.1;6.6;3.3;2.5;4.1;7.1;6.6;3.3
206;K42.9754.AT75.J3;Q7.AQJ63.864.KT5;4.5;6.9;8.0;4.4;6.5;4.5;6.8;8.1;4.4;6.5
207;Q9.632.Q6.JT7543;AKJ8654.9.AT72.9;5.7;5.3;2.6;9.1;4.4;5.7;5.4;2.6;9.1;4.4
208;J92.AT82.KJ6.QT6;A74.KQJ.Q9842.85;5.2;8.4;8.0;5.5;6.0;5.0;8.3;8.1;5.5;6.2
209;AQT2.J7.KJ8.7432;K8.A842.A653.Q85;7.5;8.4;6.5;7.9;8.0;7.5;8.4;7.0;7.8;8.0
210;QJ8.QJ53.QJ7.QJ6;K72.T92.K9632.AT;4.6;7.3;6.9;5.6;6.9;4.6;7.5;6.9;5.8;6.9
211;T3.KJ986.K2.Q643;K52.T.QJT63.KJT7;8.4;7.5;5.9;4.9;6.0;8.4;7.5;5.9;4.9;6.0
212;9.KJ6.K97642.K98;K87542.A5.Q.T432;6.0;6.7;4.3;6.1;5.3;5.9;6.7;4.3;6.0;5.2
213;Q.K75.KQ8432.953;943.AQ9.A5.AQ642;10.4;10.3;7.2;5.3;7.6;10.4;10.4;7.2;5.3;7.6
214;J92.K86532.65.AT;KT654.JT4.7.J943;3.5;1.8;7.6;7.2;2.8;3.5;1.8;7.6;7.2;2.8
215;K4.Q75.543.JT985;JT.KT42.AT.AK762;9.7;3.7;7.9;4.0;6.9;9.7;3.6;7.8;3.8;6.8
216;JT32.J985.T8.QT3;9.42.AJ965.KJ984;6.7;5.2;2.5;2.1;3.4;6.7;5.2;2.5;2.1;3.4
217;QT65.AKQ42.T63.2;K84.97.AQJ7.J986;6.1;8.7;9.1;9.1;7.3;6.2;8.8;9.2;9.1;7.4
218;QJT2.AJ2.QT8.JT3;9763.K87.A5.Q942;6.8;4.9;5.4;7.2;6.6;6.5;4.9;5.5;7.2;6.3
219;Q765.AQ42.A6.732;AJT42.T3.J83.QJ8;5.2;4.5;5.7;8.7;7.1;5.3;4.6;5.7;8.7;6.9
220;63.AQ64.T9.K8654;KJ54.T7.K86432.Q;4.8;6.7;4.6;4.7;4.4;4.8;6.7;4.6;4.7;4.5
221;62.J97654.AT9.42;JT95.832.K.KQ853;4.8;2.6;6.3;3.7;3.0;4.8;2.5;6.3;3.6;3.0
222;J.J84.QJ5432.KQT;T2.AKQT653..J862;6.7;5.6;10.3;1.2;3.4;6.4;5.5;10.3;1.2;3.4
223;KQ987.QT.Q862.54;T42.975.J75.8632;0.7;2.3;0.5;4.0;0.9;0.7;2.3;0.5;4.0;0.9
224;Q974.A87.QJ76.Q4;AK5.QT9.AK8.KJT9;11.3;11.3;9.7;11.2;11.5;11.2;11.3;9.8;11.3;11.5
225;QJT9853.5.K75.T8;AK72.J9.2.KQJ643;8.9;0.7;0.6;9.9;1.8;8.8;0.7;0.6;9.9;1.8
226;QJ7.A52.J6.KJ842;KT832.KT6.A9743.;6.0;8.4;6.4;9.0;7.8;6.0;8.3;6.4;9.0;7.9
227;AQ2.K96.AJ3.J943;KJT9865.874.9.Q2;4.7;2.6;4.0;8.3;7.7;4.5;2.5;3.7;8.2;7.5
228;T64.873.QT8.K852;K853.42.A7432.T9;2.9;4.8;1.8;3.2;3.0;2.9;4.8;1.8;3.2;3.0
229;QJT3.86.5432.KJ6;9752.752.7.AQ984;6.2;0.8;0.9;7.2;1.3;6.2;0.8;0.9;7.2;1.3
230;T72.7.T97.KQJ765;AJ6.QT2.A43.9843;7.2;2.8;2.5;3.6;4.4;7.2;2.8;2.5;3.6;4.8
231;A86.Q7543.Q.KQ84;KT.AT862.9652.73;6.1;4.4;10.4;4.4;6.4;5.9;4.4;10.4;4.4;6.4
232;Q3.K3.A98632.QJ3;JT.AJ985.QJT54.8;3.2;9.8;8.5;2.8;4.0;3.2;9.8;8.6;2.8;4.0
233;A4.K7543.Q4.T864;KQJT9.J6.K7.Q973;7.0;2.9;5.4;6.4;6.0;7.0;3.1;5.4;6.4;6.2
234;T98.T97.T872.AQ4;J2.KJ6.J95.97652;4.6;3.1;2.4;1.6;2.9;4.6;3.1;2.4;1.6;2.9
235;T72.87.KT982.AJ2;64.A964.AQ43.985;4.3;8.1;4.6;3.6;7.0;4.3;8.1;4.6;3.6;7.0
236;5.Q93.AKQ53.KQJ5;KQ763.8.976.7642;9.2;8.7;3.7;6.1;5.4;9.1;8.6;3.7;6.2;5.4
237;75.JT97.AQ9842.Q;AQJ.AK543.KT5.95;4.9;11.7;11.6;6.0;6.6;5.0;11.7;11.7;6.4;6.6
238;T.K96.65.AKT9765;AKQ5.QJ85.KQ42.8;10.0;8.7;10.3;8.2;9.6;10.0;8.7;10.3;8.3;9.6
239;KJ53.QT4.Q.KJ963;AQ.K95.AJT53.Q82;10.9;8.7;8.8;9.5;10.4;10.9;8.7;8.9;9.6;10.5
240;832.T.QT9653.K85;T4.KJ3.K874.JT97;5.1;7.4;1.9;1.9;2.7;5.1;7.4;1.9;1.9;3.0
241;K5.652.T9532.Q92;87432.AJ94.Q7.AT;3.3;4.9;4.3;4.3;3.3;3.3;4.9;4.3;4.4;3.3
242;JT32.AQ963.KQJ.Q;K87.875.A984.J86;4.6;7.5;8.2;7.6;6.3;4.6;7.4;8.3;7.6;6.3
243;JT8754.64.975.Q7;AQ963.Q.42.KJT62;6.3;0.9;0.8;8.5;1.4;6.3;0.9;0.8;8.5;1.4
244;Q.T3.AT98753.J53;KT32.KQ82.K4.AT7;6.5;9.4;6.5;5.6;9.0;6.7;9.5;6.8;5.6;9.0
245;K8.KT.J98432.A53;AJT953.4.AQ6.J97;6.6;10.9;4.9;10.6;9.6;6.8;10.9;4.6;10.5;8.0
246;T762.AQ854..KJ96;Q83.JT963.K3.T74;5.4;1.4;7.9;4.6;3.2;5.3;1.4;7.9;4.7;3.2
247;6.Q7654.QT83.AJ3;AT93.AJT8.95.542;4.8;5.5;8.9;4.3;6.7;5.2;5.6;8.8;4.3;6.6
248;JT8632.T52.J.J65;Q74.AJ3.A964.982;2.4;2.4;3.5;6.2;2.1;2.4;2.4;3.5;6.2;2.1
249;9872.QT763..9873;Q64.J5.J9843.JT2;1.3;0.7;3.0;1.5;0.5;1.3;0.9;3.0;1.5;0.5
250;63.KT74.65.T8754;AKT9875.AJ.A4.AQ;10.2;6.5;8.7;11.3;10.7;10.2;6.5;8.7;11.3;10.7
251;AQT2.J8.76.QJ853;J9875.AQ52.84.72;6.3;2.7;4.6;7.8;4.8;6.3;2.7;4.5;7.8;4.8
252;A95.A976.K863.Q5;T6.J852.A974.J62;4.3;6.8;6.8;4.1;5.3;4.3;6.8;6.8;4.1;5.3
253;.KQJT64.KQ765.52;KQT952.95.J2.AQJ;6.5;9.3;10.1;7.2;8.5;6.5;9.2;10.1;7.2;8.6
254;87.QJ54.AJ32.KT3;J652.KT76.764.42;2.0;4.6;6.1;2.8;3.7;1.9;4.5;6.0;2.7;3.6
255;K98.KQ54.J984.94;654.AT8.KQ6532.A;4.2;10.0;9.1;5.6;6.1;4.2;10.0;9.1;5.4;6.1
256;AT83.A742.T72.QJ;Q54.K53.K865.865;3.4;4.9;4.6;5.6;4.4;3.4;4.9;4.6;5.6;4.4
257;T94.KQ2.AJ5.KJ65;A862.T763.Q3.942;6.2;4.5;6.2;6.5;6.0;6.2;4.6;6.3;6.3;5.9
258;Q4.KT93.AK63.743;K87532.74.Q92.65;3.4;5.4;4.4;7.2;4.6;3.4;5.4;4.3;7.2;4.5
259;T74.85.A52.K7654;965.AK94.KQT7.Q9;7.1;7.5;6.0;6.2;6.9;7.1;7.6;6.0;6.2;6.9
260;T94..AKJT42.8753;J3.AT762.Q.AQ962;9.6;9.4;5.4;4.6;7.9;9.6;9.4;5.4;4.6;7.9
261;T43.AJ.Q9.J87432;AKJ52.QT5.AJ84.9;8.3;8.2;6.5;10.2;8.4;8.4;8.2;6.5;10.1;8.4
262;K52.A.K96.AQ9876;Q87.9873.T8.KJT2;9.8;4.5;3.9;5.3;7.2;9.7;4.3;3.8;5.1;7.2
263;864.AKJ8.T85.532;AT97.Q642.A2.AK4;6.8;5.5;9.1;8.1;8.0;6.9;5.5;9.2;8.1;8.0
264;AJT64.AT9.K3.Q94;Q982.KJ63.Q862.6;4.9;6.7;9.2;10.6;6.9;4.6;6.1;9.1;10.6;6.4
265;J.KT72.KJ754.AT2;A963.J843.T6.753;3.9;6.0;7.2;3.5;4.3;3.8;6.0;7.2;3.5;4.3
266;T8.K7.AT.KQJT842;AKQ974.J854.Q.53;10.3;3.6;6.1;9.0;6.6;10.2;3.5;6.1;9.0;6.6
267;AT5.KQJT9.J9.Q96;KJ92.3.T8642.T73;5.2;6.0;6.2;6.5;5.6;5.1;6.0;6.1;6.4;5.5
268;Q9.KT93.T754.KJ9;8752.Q7.AJ82.Q64;4.8;6.6;4.8;4.5;5.2;4.7;6.6;4.8;4.5;5.2
269;832.QJ764.942.J8;.853.KQJ.KT97632;7.5;2.0;5.2;1.4;1.7;7.5;2.0;5.1;1.4;1.7
270;9752.Q932.KJ3.82;K63.6.AQT952.T54;1.6;6.7;1.8;3.4;2.7;1.6;6.7;1.8;3.4;2.7
271;T97.KJT95.AQ4.A4;5.Q86.K97632.983;2.8;9.4;9.1;2.6;5.5;2.7;9.3;9.1;2.6;5.5
272;985.AJ63.AKJ.AT3;KT764.5.9532.J84;7.1;8.3;5.5;9.2;7.3;6.9;8.3;5.6;9.1;7.0
273;A2.J6542.95.Q983;QJ9.T983.AT32.76;3.7;3.5;6.4;3.1;3.4;3.6;3.5;6.4;3.1;3.4
274;Q.KQT.T74.KQJT64;JT6542.974.82.A9;7.8;3.3;4.1;6.4;4.8;7.8;3.2;4.0;6.3;4.8
275;T765.86.K53.AKQ9;K843.4.AQJ4.J743;9.5;8.2;3.9;9.2;5.5;9.6;8.2;3.9;9.2;5.5
276;KQ764.T92.K9.A52;AJT83.543.A6.J74;4.8;3.7;4.1;8.1;7.9;4.8;3.7;4.1;8.1;7.9
277;97.T5.JT73.AQJT4;AQT865.J43.K.K82;8.9;4.4;4.0;8.0;5.8;8.9;4.4;4.0;8.0;5.8
278;9.A5.J8764.KQ852;JT2.QJT984.A2.A3;8.9;8.3;9.7;5.0;6.8;8.9;8.3;9.7;5.0;6.8
279;4.AT8.985.A98543;AQT872.932.K74.6;6.4;5.2;6.3;7.0;4.2;6.4;5.9;6.3;7.0;4.2
280;96.QJT8.AQ3.A862;QJT5.652.K5.J973;6.9;5.0;6.3;6.1;6.4;6.9;5.0;6.3;6.1;6.4
281;3.AJ964.J84.KT64;85.T32.AK976.AQ5;9.6;10.5;10.4;4.7;7.2;9.6;10.4;10.4;4.7;7.2
282;52.KQJT4.T754.94;QJ83.983.AKQ.A53;4.4;7.7;8.5;5.6;5.8;4.5;7.7;8.6;5.6;5.9
283;JT73.83.J92.KJT6;K954.KJ6.AK.9752;8.0;4.0;3.9;8.2;6.3;8.1;4.0;4.0;8.2;6.3
284;AJ.JT874.T832.86;QT2.Q96.K9765.KQ;2.8;7.0;7.0;3.0;4.1;2.8;6.9;7.0;2.9;4.1
285;AQ98.75.KJ6.T754;632.T94.AT7.Q982;6.9;5.1;3.9;5.7;5.2;6.7;5.0;3.9;5.7;5.2
286;A52.952.J743.A92;Q7.T84.KT92.KQT5;6.6;7.2;5.1;4.1;5.7;6.6;7.2;5.1;4.0;5.7
287;753.J93.6532.K62;AJT9.KQ74.J7.Q74;3.3;3.6;5.5;5.2;4.2;3.9;3.7;5.5;5.3;4.6
288;JT96.K9532.54.A8;AQ5.6.A9872.KT72;6.9;7.9;7.6;8.0;7.4;6.8;8.0;7.6;8.2;7.2
289;K542.KJT954.K.62;9.A762.JT743.Q73;1.9;4.3;8.7;2.1;4.7;2.0;4.3;8.7;2.0;4.7
290;Q932.98.KT2.A865;K876.A75.95.KJ73;8.1;4.5;4.4;8.3;6.4;8.0;4.5;4.4;8.3;6.4
291;KJT.642.T872.KT3;9653.J.KJ43.A876;5.8;7.1;2.8;5.9;4.0;5.8;7.2;2.9;5.9;4.1
292;K97.A42.652.Q742;52.KQJ73.AKQ.K83;9.0;7.9;10.0;6.5;8.6;9.0;7.7;10.0;6.5;8.4
293;A4.T42.Q63.Q8653;KT52.QJ85.JT.K97;6.9;4.1;6.1;4.7;5.5;6.9;3.9;6.2;4.7;5.4
294;8.AT8543.KT3.K82;KJT7652.Q.7.A954;7.2;4.4;7.1;8.9;5.6;7.2;4.2;7.0;8.9;5.3
295;63.AQT543.86.752;AKJT..KT95.AQT84;9.5;8.0;7.9;7.9;8.3;10.1;8.2;8.0;8.2;8.4
296;QT.AK97.Q42.8753;AK972.53.J986.K2;6.1;8.1;6.3;8.7;6.9;6.0;8.4;6.0;8.7;6.9
297;973.QT9.J9765.A2;JT2.J732.Q843.K6;2.0;5.3;4.4;2.0;2.0;2.0;5.3;4.5;2.0;2.0
298;A7.J7532.T973.94;95.KQT9864.64.KT;1.5;1.5;7.5;1.3;1.5;1.5;1.5;7.5;1.3;1.5
299;K952.J84.Q3.KJ94;J6.AKT65.JT75.73;5.3;6.1;7.8;5.1;7.2;5.2;6.1;7.8;5.0;7.3
300;QJ6.KT7.KT65.K87;AKT974.A632.9.Q4;5.6;5.8;9.1;10.2;9.5;5.7;5.9;9.0;10.6;9.1
301;9764.AJ3.QT6.643;J5.Q864.J94.9852;2.3;2.2;3.8;1.4;1.9;2.3;2.2;3.8;1.4;1.9
302;A4.9874.J83.KQ54;T93.AQT62.Q9.A97;8.2;5.4;9.2;5.5;7.4;8.2;5.5;9.2;5.5;7.4
303;J4.AKQ76.AT52.83;KT9832.T.Q97.QJ9;5.9;7.9;7.3;9.0;7.0;5.9;8.0;7.5;9.0;7.2
304;83.AT72.QJ7.JT32;AT952.KJ986.6.65;4.4;2.7;8.4;6.1;5.5;4.3;2.7;8.4;6.0;5.4
305;84.AT8.8743.AJT7;AQ.KJ9653.J96.64;5.4;6.2;8.3;3.4;8.2;5.5;6.8;8.4;3.4;8.3
306;972.K4.J954.JT65;KT8.J763.QT.A982;6.4;4.5;3.6;3.8;4.2;6.4;4.4;3.6;3.8;4.2
307;642.754.9654.QT3;Q9873.AK8.JT2.97;2.3;3.3;2.2;4.0;2.3;2.3;3.4;2.2;4.0;2.4
308;985.A852.KQT.Q97;QJT.KQJT9.932.AK;6.0;6.6;9.6;7.5;9.1;6.0;6.6;9.6;7.2;9.1
309;T762.A2.KQ4.QT75;AK8.T4.JT932.964;6.1;7.3;3.4;6.0;5.4;6.1;7.2;3.4;6.0;5.4
310;K653.732.Q965.86;Q4.KQT54.8.AT532;5.3;3.3;6.5;3.8;3.7;5.5;3.1;6.9;3.8;3.7
311;KT762.AKJ97.J.84;A.T532.T95.AJ965;8.4;4.6;10.8;8.0;7.2;8.6;4.6;10.8;8.0;7.2
312;QJ86.A3.JT3.K864;A9542.J6.A97.JT3;7.0;5.2;4.0;8.2;6.3;7.2;5.5;4.0;8.5;6.3
313;K932.K.KQT3.AJ93;Q75.QT96.842.842;6.2;6.3;5.1;6.4;6.6;6.2;6.2;5.1;6.4;6.4
314;KT98.KJ764.T6.Q2;5.Q92.J43.KT9763;5.7;2.7;6.4;2.7;3.4;5.7;2.7;6.4;2.6;3.4
315;T7.Q954.52.AJ652;KQ8632.T82.K9.KQ;7.1;3.6;6.7;7.1;5.1;7.2;3.6;6.8;7.1;5.1
316;AKT74.6.Q32.6532;.AT53.A8754.KJ74;9.3;9.1;5.5;7.0;6.6;9.3;8.9;5.5;6.7;6.8
317;K3.K754.AKJ2.J62;AQJ62.J62.3.AKQT;11.6;8.3;10.1;11.6;11.8;11.0;8.3;10.1;11.1;11.4
318;K62.AJ8.AT5.8643;JT83.K952.Q4.KQ9;8.3;6.8;8.7;8.5;8.4;8.0;6.7;8.3;8.3;8.2
319;AQT875.K4.96.T94;KJ3.5.Q8754.K652;4.2;5.0;1.4;7.3;3.2;4.1;5.0;1.4;7.3;3.2
320;A743.3.K9843.Q74;Q5.KQT95.T5.8632;4.3;4.7;4.8;3.3;3.6;3.8;4.6;4.9;3.3;3.6
321;Q5.972.AKJ7.AT94;AT64.54.52.K7653;9.4;7.2;5.7;7.2;7.4;9.4;7.2;5.7;7.2;7.3
322;J983.KT86.A5.K73;A74.97.J876.9654;4.3;3.9;4.3;4.9;4.3;4.2;3.7;4.1;4.9;4.2
323;AJT.T9.984.K9754;K73.A6.AKQT752.3;8.0;11.0;5.4;7.2;11.0;8.0;11.0;5.4;7.2;10.7
324;.Q6532.Q7543.K43;Q32.K84.AT96.A87;4.7;9.6;9.0;3.4;5.9;4.7;9.6;9.1;3.4;5.9
325;AKJT43.96.T52.AK;Q6.7.8643.QJT876;8.5;3.8;2.2;8.3;3.1;8.5;3.8;2.2;8.3;3.1
326;AJ32.A2.KT.Q7653;QT985.QJT6.A654.;6.4;8.0;7.8;11.5;8.6;6.4;7.9;7.8;11.5;8.3
327;A842.9.K763.KT94;KQ.AQ74.QJT8.A82;10.7;11.8;8.6;10.3;10.7;10.7;11.8;8.6;10.3;10.8
328;QT852.Q64.KT8.96;AKJ9.853.AJ5.A83;4.9;7.0;6.1;9.2;9.1;4.9;7.0;6.1;9.2;9.1
329;A763.A84.J953.86;95.932.AKT74.953;3.1;7.7;3.5;3.9;6.4;3.1;7.7;3.4;3.9;6.4
330;T92.J8.AQT2.K642;Q3.AQ93.KJ83.AT9;8.8;10.1;8.1;6.6;7.7;8.8;10.1;8.2;6.6;7.7
331;A76.KQ75.AK953.7;T52.T9.Q762.KT94;5.1;8.9;6.1;5.4;6.7;5.1;8.9;6.1;5.4;6.8
332;87.7.KJ943.KQT83;AKT93.JT932.87.7;6.6;7.4;5.7;6.3;5.8;6.6;7.4;5.9;6.5;5.8
333;A8.AKJ96.Q542.86;K.T4.J8.AKQT9753;11.0;8.3;10.3;5.7;11.0;11.0;8.3;10.4;5.7;11.0
334;Q.KQ.AKQ9.JT6432;T652.A92.T832.Q8;9.1;8.9;4.6;5.2;6.8;9.1;8.9;4.6;5.2;6.8
335;J864.J643.AT.A74;AQ72.9.KJ43.KQJ5;10.3;8.8;7.4;11.0;8.8;10.3;8.8;7.4;11.0;8.5
336;KQ542.K7.K42.K75;A97.AJ.QJ3.T8432;9.8;7.8;6.3;9.8;8.9;9.8;7.8;6.3;9.7;8.9
337;T64.KJ984.853.K3;KQJ9.QT52.J6.962;2.0;1.5;7.1;5.3;2.4;2.0;1.5;7.1;5.3;2.4
338;3.AQ4.AKQ2.QT854;KT6.JT.JT85.AKJ3;11.6;11.7;7.9;6.9;11.4;11.4;11.6;7.9;6.9;11.2
339;J.32.KJ975.QT984;Q852.T984.T4.653;3.4;3.8;1.4;1.2;1.3;3.4;3.8;1.4;1.2;1.3
340;76.2.AKQ73.KJ853;943.AJ973.98.Q42;9.2;7.9;5.8;4.7;6.2;9.1;7.8;5.8;4.7;6.2
341;AQ86.J6.Q983.Q85;J3.KT52.KT75.T96;5.4;7.6;5.4;5.7;6.8;5.4;7.6;5.4;5.5;6.6
342;52.9853.KJ432.K5;764.AQJ74.T9.QT4;3.0;6.0;7.7;2.9;4.0;3.1;6.1;7.8;2.9;4.2
343;T543.KQ9874.A.J2;KQJ8.T2.K9764.Q6;3.2;5.4;7.7;8.5;5.3;3.2;5.4;7.7;8.5;5.3
344;8.832.AKT92.K865;AQT93.KJT7.5.T43;7.9;7.3;7.9;7.1;7.2;8.0;7.3;8.0;7.2;7.1
345;T7642.KQJT9.A7.6;K95.753.QT65.T32;1.9;3.5;6.8;6.9;3.6;1.9;3.5;6.9;6.9;3.6
346;65.AQ5.A9732.KJ3;KQ93.J9.QJ4.Q764;8.9;9.6;6.8;8.0;9.2;8.7;9.5;6.8;7.7;9.0
347;A7532.84.K5.QJ85;KQ.KQJ93.AJ98.T9;9.3;8.7;9.8;9.2;9.7;9.3;8.7;9.8;9.2;9.9
348;KJ76.T76.JT3.A92;AQ95.A982.A62.J3;5.5;6.4;7.6;8.7;7.3;5.5;6.4;7.8;8.7;7.5
349;AT7.AK54.AQ85.K7;J32.873.KT2.A432;9.4;10.1;10.0;9.5;10.1;9.3;10.0;9.9;9.1;9.9
350;K986.A.AJT854.53;A3.JT8543.K2.A92;7.4;10.7;9.1;8.7;9.8;7.4;10.7;9.1;8.7;9.8
351;2.AKJT.J83.AKT97;Q953.875.AK42.64;9.7;9.5;9.5;7.0;8.9;9.9;9.4;9.5;7.1;9.0
352;KT93.9.AT54.Q962;AQJ65.A3.762.AT5;8.8;8.2;4.2;10.6;8.0;8.7;8.2;4.2;10.6;8.0
353;J87.832.853.8542;T4.AK76.AK64.KJ3;5.3;5.2;5.2;4.0;4.4;5.3;5.2;5.2;4.1;4.5
354;A95.K96532.A76.T;T84.8.J54.KQJ932;6.8;3.5;4.4;3.3;3.2;6.9;3.8;4.6;3.5;3.3
355;JT852.T92.J7.AK6;.87643.KQ865.T97;4.4;6.3;6.9;3.5;3.6;4.3;6.2;6.6;3.3;3.6
356;AQJ9.7.T864.Q642;T653.KQJ2.QJ5.T9;4.8;5.8;4.3;6.6;5.8;4.7;5.7;4.3;6.6;5.7
357;KQ74.6.Q6.K98642;95.AT83.J82.AJ53;10.0;4.6;4.3;5.4;7.6;10.0;4.6;4.3;5.4;7.7
358;85.KT43.J98.K984;AK62.QJ2.A632.Q3;6.6;7.4;7.9;6.3;7.3;6.6;7.3;7.9;6.4;7.4
359;JT75.AQ9.9653.J5;32.853.T82.QT972;4.3;2.2;2.0;2.4;2.1;4.3;2.1;2.0;2.4;2.0
360;AQT52.8.Q743.852;J4.964.T982.QT64;3.7;4.9;1.4;4.6;2.1;3.8;5.0;1.4;4.6;2.1
361;KJ8.AQ7.J642.Q72;9.943.Q973.KJ986;6.7;7.3;4.1;3.2;5.6;6.5;7.2;3.9;3.1;5.3
362;6532.5.J9652.A32;T9.JT.Q3.KQJT954;8.0;4.2;0.1;0.4;0.4;8.0;4.2;0.1;0.4;0.4
363;A.KJ97.J8542.KT9;QT975.T63.QT.J73;4.7;5.9;6.2;5.1;5.1;4.5;5.7;6.2;5.1;5.1
364;AK942.A.KT53.KQ4;Q7.862.QJ42.J986;9.6;10.4;5.2;9.7;5.9;9.6;10.4;5.2;9.7;5.9
365;AQT953.KJ93.9.KT;K.T76.QJ62.J5432;6.4;5.0;7.7;7.8;6.8;6.4;5.2;7.4;7.8;6.8
366;T974.Q9753.Q3.84;83.AKJT2.7.KT765;4.6;0.4;8.5;0.6;0.7;4.7;0.4;8.5;0.9;0.7
367;J8743.82.AQT7.93;AQ96.QJ.J963.JT5;2.2;7.7;1.4;8.1;2.5;2.2;7.7;1.4;8.1;2.5
368;T642.AK8632.AKJ.;7.JT75.Q863.KQJ9;6.3;10.0;11.9;6.3;6.8;6.3;9.9;11.9;6.2;6.8
369;983.AQ4.Q743.J76;AQJT.J9.JT2.Q985;6.8;6.3;4.6;6.3;7.5;6.8;6.3;4.6;6.3;7.3
370;K74.J542.K93.KQJ;AJ2.AKQ73.J65.75;6.6;7.2;9.9;7.7;9.6;6.8;7.3;9.7;7.8;9.4
371;A752.T963.K65.KT;643.A754.Q83.QJ6;4.7;4.7;6.7;4.8;5.2;4.7;4.7;6.6;4.8;5.3
372;7.J87.AK652.A752;KT984.K3.43.QJ83;9.3;7.4;5.2;7.2;6.3;9.3;7.4;5.2;7.2;6.4
373;K8732.AT.Q984.53;A.KQ976.763.T964;5.0;6.3;6.9;5.0;5.5;5.0;6.3;6.9;4.9;5.3
374;KJ.K9874.KT84.K3;A8.AT32.97.AT764;9.7;8.3;10.9;6.5;9.0;9.7;8.3;10.9;6.5;9.0
375;KT6.5.KT63.QJ876;Q975.KT.AJ752.AT;9.0;10.1;4.7;9.3;7.2;9.1;10.1;4.8;9.5;7.9
376;982.QJT.4.AJ9873;K54.A964.A985.T2;8.8;4.5;7.3;5.4;6.0;9.1;4.6;7.3;5.9;6.1
377;73.J954.KJ83.QJ7;T986.Q3.52.AK543;6.4;4.0;4.2;4.0;5.2;6.4;4.0;4.1;4.0;5.2
378;Q32.AK52.JT6.T83;87654.98.K.AQ765;7.8;4.3;4.8;7.8;5.2;7.8;4.2;4.8;7.9;5.2
379;AQ7543.64.7652.3;82.AKQJT2.84.742;2.3;2.9;7.7;7.5;3.1;2.3;2.9;7.7;7.5;3.1
380;A985.Q2.AKQT6.K4;QJT73.AJT.5.A765;9.6;11.4;9.5;12.5;12.0;9.7;11.6;9.6;12.5;11.9
381;AK9.AT83.J93.KT4;QJ43..K87542.972;5.8;9.8;4.0;7.7;6.8;5.9;9.6;4.1;7.5;6.8
382;9764.72.763.Q753;J.AK983.J942.984;3.0;2.8;3.9;1.4;1.6;2.9;2.7;3.9;1.4;1.6
383;87.Q7.AKQ86.Q763;KQ4.KT542.52.T42;6.9;7.2;7.1;4.8;6.4;6.9;7.2;7.0;4.8;6.5
384;754.QT.KQ53.K654;KT982.87643.8.82;2.2;1.8;3.6;4.8;2.3;2.1;1.7;3.5;4.8;2.2
385;K8.J53.652.AT972;AJT742.A.AK9.KJ8;12.8;9.1;6.6;12.6;12.2;12.7;9.1;6.6;12.6;12.2
386;J9765.AT93.Q95.4;QT2.KQ876.KJ74.9;2.1;6.3;7.8;7.7;3.7;2.1;6.3;7.8;7.8;3.7
387;AT.AKQJT.T9.AQT8;KQ832.952.KJ72.2;9.0;10.3;11.7;11.4;11.7;9.2;10.2;12.0;11.7;11.7
388;AJ6.64.J94.QJT63;QT9.9.7652.A9542;8.0;4.1;2.4;4.2;3.4;8.0;4.0;2.4;4.1;3.4
389;QT762.AT2.Q76.K6;J8.KQJ98.K32.T95;3.7;4.2;7.6;7.0;5.9;3.7;4.1;7.5;6.6;5.9
390;JT2.AJ952.53.J42;874.K8.T8764.QT6;2.9;2.9;4.3;1.7;2.7;2.8;2.9;4.3;1.7;2.7
391;863.A8.AJ74.KQT9;74.J976432.T962.;4.0;7.2;8.0;3.6;4.6;4.0;7.2;8.0;3.6;4.6
392;3.J94.KJ732.Q854;KQJ5.A63.T9.J762;6.8;5.3;4.6;4.2;5.4;6.8;5.3;4.7;4.3;5.6
393;2.AK752.J872.KQ5;QT8.QT8.43.JT963;8.2;3.8;8.0;2.4;5.0;8.1;3.6;8.0;2.5;4.8
394;86.K53.T984.KQJT;AQ7.QT9.Q65.A432;9.1;8.0;6.9;5.8;7.7;9.1;8.0;7.0;5.6;7.8
395;T9.A97.K54.AK953;864.KJ42.Q83.JT4;8.5;5.4;7.5;4.6;6.6;8.4;5.3;7.3;4.6;6.6
396;Q953.AT8.A.98543;86.942.843.AJT72;8.0;2.8;3.0;4.0;4.7;8.0;2.8;3.0;3.9;4.7
